03-04 17:32:54  New day is coming 4 
03-04 17:32:54  Not game time, sleep... 
03-05 01:18:29  Looking for image: matching.png 
03-05 01:18:29  Still in matching 
03-05 01:18:32  Looking for image: matching.png 
03-05 01:18:32  Still in matching 
03-05 01:18:34  Looking for image: matching.png 
03-05 01:18:35  Still in matching 
03-05 01:18:37  Looking for image: matching.png 
03-05 01:18:41  Still in matching 
03-05 01:18:43  Looking for image: matching.png 
03-05 01:18:49  Not found matching.png, maybe match done 
03-05 01:18:51  Looking for image: matching.png 
03-05 01:18:57  Not found matching.png, maybe match done 
03-05 01:18:59  Looking for image: matching.png 
03-05 01:19:04  Not found matching.png, maybe match done 
03-05 01:19:04  matching done 
03-05 01:19:04  Game is going on. 
03-05 01:19:14  Select card. 
03-05 01:19:20  Wait for succeed 
03-05 01:19:20  Game is going on. 
03-05 01:19:38  Game is going on. 
03-05 01:19:38  Looking for image: bk1.png 
03-05 01:20:01  Game is going on. 
03-05 01:20:01  Looking for image: bk1.png 
03-05 01:20:25  Game is going on. 
03-05 01:20:25  Looking for image: bk1.png 
03-05 01:20:30  I Give up 
03-05 01:20:54  Looking for image: bk1.png 
03-05 01:20:54  Total have win: 0 
03-05 01:20:54  Start Match 
03-05 01:20:56  start round match 
03-05 01:20:59  Looking for image: matching.png 
03-05 01:20:59  Still in matching 
03-05 01:21:02  Looking for image: matching.png 
03-05 01:21:02  Still in matching 
03-05 01:21:04  Looking for image: matching.png 
03-05 01:21:05  Still in matching 
03-05 01:21:07  Looking for image: matching.png 
03-05 01:21:08  Still in matching 
03-05 01:21:10  Looking for image: matching.png 
03-05 01:21:16  Not found matching.png, maybe match done 
03-05 01:21:18  Looking for image: matching.png 
03-05 01:21:23  Not found matching.png, maybe match done 
03-05 01:21:25  Looking for image: matching.png 
03-05 01:21:31  Not found matching.png, maybe match done 
03-05 01:21:31  matching done 
03-05 01:21:31  Game is going on. 
03-05 01:21:41  Select card. 
03-05 01:21:46  Wait for succeed 
03-05 01:21:46  Game is going on. 
03-05 01:22:04  Game is going on. 
03-05 01:22:04  Looking for image: bk1.png 
03-05 01:22:27  Game is going on. 
03-05 01:22:27  Looking for image: bk1.png 
03-05 01:22:51  Game is going on. 
03-05 01:22:51  Looking for image: bk1.png 
03-05 01:22:56  I Give up 
03-05 01:23:20  Looking for image: bk1.png 
03-05 01:23:20  Total have win: 0 
03-05 01:23:20  Start Match 
03-05 01:23:23  start round match 
03-05 01:23:25  Looking for image: matching.png 
03-05 01:23:26  Still in matching 
03-05 01:23:28  Looking for image: matching.png 
03-05 01:23:28  Still in matching 
03-05 01:23:31  Looking for image: matching.png 
03-05 01:23:31  Still in matching 
03-05 01:23:34  Looking for image: matching.png 
03-05 01:23:34  Still in matching 
03-05 01:23:36  Looking for image: matching.png 
03-05 01:23:37  Still in matching 
03-05 01:23:39  Looking for image: matching.png 
03-05 01:23:41  Still in matching 
03-05 01:23:43  Looking for image: matching.png 
03-05 01:23:49  Not found matching.png, maybe match done 
03-05 01:23:51  Looking for image: matching.png 
03-05 01:23:57  Not found matching.png, maybe match done 
03-05 01:23:59  Looking for image: matching.png 
03-05 01:24:05  Not found matching.png, maybe match done 
03-05 01:24:05  matching done 
03-05 01:24:05  Game is going on. 
03-05 01:24:15  Select card. 
03-05 01:24:20  Wait for succeed 
03-05 01:24:20  Game is going on. 
03-05 01:24:38  Game is going on. 
03-05 01:24:38  Looking for image: bk1.png 
03-05 01:25:02  Game is going on. 
03-05 01:25:02  Looking for image: bk1.png 
03-05 01:25:25  Game is going on. 
03-05 01:25:25  Looking for image: bk1.png 
03-05 01:25:31  I Give up 
03-05 01:25:55  Looking for image: bk1.png 
03-05 01:25:55  Total have win: 0 
03-05 01:25:55  Start Match 
03-05 01:25:57  start round match 
03-05 01:26:00  Looking for image: matching.png 
03-05 01:26:00  Still in matching 
03-05 01:26:03  Looking for image: matching.png 
03-05 01:26:03  Still in matching 
03-05 01:26:05  Looking for image: matching.png 
03-05 01:26:06  Still in matching 
03-05 01:26:08  Looking for image: matching.png 
03-05 01:26:09  Still in matching 
03-05 01:26:11  Looking for image: matching.png 
03-05 01:26:12  Still in matching 
03-05 01:26:14  Looking for image: matching.png 
03-05 01:26:20  Not found matching.png, maybe match done 
03-05 01:26:22  Looking for image: matching.png 
03-05 01:26:29  Not found matching.png, maybe match done 
03-05 01:26:31  Looking for image: matching.png 
03-05 01:26:37  Not found matching.png, maybe match done 
03-05 01:26:37  matching done 
03-05 01:26:37  Game is going on. 
03-05 01:26:47  Select card. 
03-05 01:26:53  Wait for succeed 
03-05 01:26:53  Game is going on. 
03-05 01:27:11  Game is going on. 
03-05 01:27:11  Looking for image: bk1.png 
03-05 01:27:35  Game is going on. 
03-05 01:27:35  Looking for image: bk1.png 
03-05 01:27:59  Game is going on. 
03-05 01:27:59  Looking for image: bk1.png 
03-05 01:28:06  I Give up 
03-05 01:28:29  Looking for image: bk1.png 
03-05 01:28:29  Total have win: 0 
03-05 01:28:29  Start Match 
03-05 01:28:32  start round match 
03-05 01:28:34  Looking for image: matching.png 
03-05 01:28:34  Still in matching 
03-05 01:28:37  Looking for image: matching.png 
03-05 01:28:37  Still in matching 
03-05 01:28:40  Looking for image: matching.png 
03-05 01:28:45  Not found matching.png, maybe match done 
03-05 01:28:47  Looking for image: matching.png 
03-05 01:28:53  Not found matching.png, maybe match done 
03-05 01:28:55  Looking for image: matching.png 
03-05 01:29:01  Not found matching.png, maybe match done 
03-05 01:29:01  matching done 
03-05 01:29:01  Game is going on. 
03-05 01:29:11  Select card. 
03-05 01:29:16  Wait for succeed 
03-05 01:29:16  Game is going on. 
03-05 01:29:34  Game is going on. 
03-05 01:29:34  Looking for image: bk1.png 
03-05 01:29:58  Game is going on. 
03-05 01:29:58  Looking for image: bk1.png 
03-05 01:30:21  Game is going on. 
03-05 01:30:21  Looking for image: bk1.png 
03-05 01:30:27  I Give up 
03-05 01:30:50  Looking for image: bk1.png 
03-05 01:30:51  Total have win: 0 
03-05 01:30:51  Start Match 
03-05 01:30:53  start round match 
03-05 01:30:55  Looking for image: matching.png 
03-05 01:31:00  Not found matching.png, maybe match done 
03-05 01:31:03  Looking for image: matching.png 
03-05 01:31:08  Not found matching.png, maybe match done 
03-05 01:31:10  Looking for image: matching.png 
03-05 01:31:16  Not found matching.png, maybe match done 
03-05 01:31:16  matching done 
03-05 01:31:16  Game is going on. 
03-05 01:31:26  Select card. 
03-05 01:31:32  Wait for succeed 
03-05 01:31:32  Game is going on. 
03-05 01:31:50  Game is going on. 
03-05 01:31:50  Looking for image: bk1.png 
03-05 01:32:14  Game is going on. 
03-05 01:32:14  Looking for image: bk1.png 
03-05 01:32:39  Game is going on. 
03-05 01:32:39  Looking for image: bk1.png 
03-05 01:32:45  I Give up 
03-05 01:33:09  Looking for image: bk1.png 
03-05 01:33:09  Total have win: 0 
03-05 01:33:09  Start Match 
03-05 01:33:12  start round match 
03-05 01:33:14  Looking for image: matching.png 
03-05 01:33:19  Not found matching.png, maybe match done 
03-05 01:33:21  Looking for image: matching.png 
03-05 01:33:26  Not found matching.png, maybe match done 
03-05 01:33:29  Looking for image: matching.png 
03-05 01:33:34  Not found matching.png, maybe match done 
03-05 01:33:34  matching done 
03-05 01:33:34  Game is going on. 
03-05 01:33:44  Select card. 
03-05 01:33:50  Wait for succeed 
03-05 01:33:50  Game is going on. 
03-05 01:34:08  Game is going on. 
03-05 01:34:08  Looking for image: bk1.png 
03-05 01:34:31  Game is going on. 
03-05 01:34:31  Looking for image: bk1.png 
03-05 01:34:55  Game is going on. 
03-05 01:34:55  Looking for image: bk1.png 
03-05 01:35:00  I Give up 
03-05 01:35:24  Looking for image: bk1.png 
03-05 01:35:24  Total have win: 0 
03-05 01:35:24  Start Match 
03-05 01:35:27  start round match 
03-05 01:35:29  Looking for image: matching.png 
03-05 01:35:30  Still in matching 
03-05 01:35:32  Looking for image: matching.png 
03-05 01:35:33  Still in matching 
03-05 01:35:35  Looking for image: matching.png 
03-05 01:35:35  Still in matching 
03-05 01:35:38  Looking for image: matching.png 
03-05 01:35:38  Still in matching 
03-05 01:35:41  Looking for image: matching.png 
03-05 01:35:41  Still in matching 
03-05 01:35:43  Looking for image: matching.png 
03-05 01:35:44  Still in matching 
03-05 01:35:46  Looking for image: matching.png 
03-05 01:35:47  Still in matching 
03-05 01:35:49  Looking for image: matching.png 
03-05 01:35:55  Not found matching.png, maybe match done 
03-05 01:35:58  Looking for image: matching.png 
03-05 01:36:04  Not found matching.png, maybe match done 
03-05 01:36:06  Looking for image: matching.png 
03-05 01:36:13  Not found matching.png, maybe match done 
03-05 01:36:13  matching done 
03-05 01:36:13  Game is going on. 
03-05 01:36:23  Select card. 
03-05 01:36:28  Wait for succeed 
03-05 01:36:28  Game is going on. 
03-05 01:36:46  Game is going on. 
03-05 01:36:46  Looking for image: bk1.png 
03-05 01:37:11  Game is going on. 
03-05 01:37:11  Looking for image: bk1.png 
03-05 01:37:36  Game is going on. 
03-05 01:37:36  Looking for image: bk1.png 
03-05 01:37:43  I Give up 
03-05 01:38:07  Looking for image: bk1.png 
03-05 01:38:07  Total have win: 0 
03-05 01:38:07  Start Match 
03-05 01:38:09  start round match 
03-05 01:38:12  Looking for image: matching.png 
03-05 01:38:12  Still in matching 
03-05 01:38:15  Looking for image: matching.png 
03-05 01:38:15  Still in matching 
03-05 01:38:17  Looking for image: matching.png 
03-05 01:38:18  Still in matching 
03-05 01:38:20  Looking for image: matching.png 
03-05 01:38:21  Still in matching 
03-05 01:38:23  Looking for image: matching.png 
03-05 01:38:24  Still in matching 
03-05 01:38:26  Looking for image: matching.png 
03-05 01:38:31  Not found matching.png, maybe match done 
03-05 01:38:34  Looking for image: matching.png 
03-05 01:38:39  Not found matching.png, maybe match done 
03-05 01:38:41  Looking for image: matching.png 
03-05 01:38:47  Not found matching.png, maybe match done 
03-05 01:38:47  matching done 
03-05 01:38:47  Game is going on. 
03-05 01:38:57  Select card. 
03-05 01:39:02  Wait for succeed 
03-05 01:39:02  Game is going on. 
03-05 01:39:20  Game is going on. 
03-05 01:39:20  Looking for image: bk1.png 
03-05 01:39:44  Game is going on. 
03-05 01:39:44  Looking for image: bk1.png 
03-05 01:40:08  Game is going on. 
03-05 01:40:08  Looking for image: bk1.png 
03-05 01:40:13  I Give up 
03-05 01:40:37  Looking for image: bk1.png 
03-05 01:40:37  Total have win: 0 
03-05 01:40:37  Start Match 
03-05 01:40:39  start round match 
03-05 01:40:42  Looking for image: matching.png 
03-05 01:40:42  Still in matching 
03-05 01:40:45  Looking for image: matching.png 
03-05 01:40:45  Still in matching 
03-05 01:40:48  Looking for image: matching.png 
03-05 01:40:48  Still in matching 
03-05 01:40:50  Looking for image: matching.png 
03-05 01:40:51  Still in matching 
03-05 01:40:53  Looking for image: matching.png 
03-05 01:40:54  Still in matching 
03-05 01:40:56  Looking for image: matching.png 
03-05 01:41:02  Not found matching.png, maybe match done 
03-05 01:41:04  Looking for image: matching.png 
03-05 01:41:10  Not found matching.png, maybe match done 
03-05 01:41:12  Looking for image: matching.png 
03-05 01:41:18  Not found matching.png, maybe match done 
03-05 01:41:18  matching done 
03-05 01:41:18  Game is going on. 
03-05 01:41:28  Select card. 
03-05 01:41:33  Wait for succeed 
03-05 01:41:33  Game is going on. 
03-05 01:41:51  Game is going on. 
03-05 01:41:51  Looking for image: bk1.png 
03-05 01:42:15  Game is going on. 
03-05 01:42:15  Looking for image: bk1.png 
03-05 01:42:38  Game is going on. 
03-05 01:42:38  Looking for image: bk1.png 
03-05 01:42:44  I Give up 
03-05 01:43:07  Looking for image: bk1.png 
03-05 01:43:08  Total have win: 0 
03-05 01:43:08  Start Match 
03-05 01:43:10  start round match 
03-05 01:43:12  Looking for image: matching.png 
03-05 01:43:13  Still in matching 
03-05 01:43:15  Looking for image: matching.png 
03-05 01:43:16  Still in matching 
03-05 01:43:18  Looking for image: matching.png 
03-05 01:43:18  Still in matching 
03-05 01:43:21  Looking for image: matching.png 
03-05 01:43:27  Not found matching.png, maybe match done 
03-05 01:43:29  Looking for image: matching.png 
03-05 01:43:34  Not found matching.png, maybe match done 
03-05 01:43:37  Looking for image: matching.png 
03-05 01:43:42  Not found matching.png, maybe match done 
03-05 01:43:42  matching done 
03-05 01:43:42  Game is going on. 
03-05 01:43:52  Select card. 
03-05 01:43:58  Wait for succeed 
03-05 01:43:58  Game is going on. 
03-05 01:44:16  Game is going on. 
03-05 01:44:16  Looking for image: bk1.png 
03-05 01:44:39  Game is going on. 
03-05 01:44:39  Looking for image: bk1.png 
03-05 01:45:03  Game is going on. 
03-05 01:45:03  Looking for image: bk1.png 
03-05 01:45:09  I Give up 
03-05 01:45:32  Looking for image: bk1.png 
03-05 01:45:33  Total have win: 0 
03-05 01:45:33  Start Match 
03-05 01:45:35  start round match 
03-05 01:45:37  Looking for image: matching.png 
03-05 01:45:38  Still in matching 
03-05 01:45:40  Looking for image: matching.png 
03-05 01:45:41  Still in matching 
03-05 01:45:43  Looking for image: matching.png 
03-05 01:45:43  Still in matching 
03-05 01:45:46  Looking for image: matching.png 
03-05 01:45:46  Still in matching 
03-05 01:45:49  Looking for image: matching.png 
03-05 01:45:49  Still in matching 
03-05 01:45:51  Looking for image: matching.png 
03-05 01:45:52  Still in matching 
03-05 01:45:54  Looking for image: matching.png 
03-05 01:45:56  Still in matching 
03-05 01:45:58  Looking for image: matching.png 
03-05 01:46:04  Not found matching.png, maybe match done 
03-05 01:46:06  Looking for image: matching.png 
03-05 01:46:12  Not found matching.png, maybe match done 
03-05 01:46:14  Looking for image: matching.png 
03-05 01:46:20  Not found matching.png, maybe match done 
03-05 01:46:20  matching done 
03-05 01:46:20  Game is going on. 
03-05 01:46:30  Select card. 
03-05 01:46:35  Wait for succeed 
03-05 01:46:35  Game is going on. 
03-05 01:46:53  Game is going on. 
03-05 01:46:53  Looking for image: bk1.png 
03-05 01:47:16  Game is going on. 
03-05 01:47:16  Looking for image: bk1.png 
03-05 01:47:17  I win this round 
03-05 01:47:17  Total have win: 1 
03-05 01:47:17  Start Match 
03-05 01:47:19  start round match 
03-05 01:47:21  Looking for image: matching.png 
03-05 01:47:22  Still in matching 
03-05 01:47:24  Looking for image: matching.png 
03-05 01:47:25  Still in matching 
03-05 01:47:27  Looking for image: matching.png 
03-05 01:47:28  Still in matching 
03-05 01:47:30  Looking for image: matching.png 
03-05 01:47:31  Still in matching 
03-05 01:47:33  Looking for image: matching.png 
03-05 01:47:33  Still in matching 
03-05 01:47:36  Looking for image: matching.png 
03-05 01:47:36  Still in matching 
03-05 01:47:38  Looking for image: matching.png 
03-05 01:47:39  Still in matching 
03-05 01:47:41  Looking for image: matching.png 
03-05 01:47:42  Still in matching 
03-05 01:47:44  Looking for image: matching.png 
03-05 01:47:50  Not found matching.png, maybe match done 
03-05 01:47:52  Looking for image: matching.png 
03-05 01:47:58  Not found matching.png, maybe match done 
03-05 01:48:00  Looking for image: matching.png 
03-05 01:48:06  Not found matching.png, maybe match done 
03-05 01:48:06  matching done 
03-05 01:48:06  Game is going on. 
03-05 01:48:16  Select card. 
03-05 01:48:21  Wait for succeed 
03-05 01:48:21  Game is going on. 
03-05 01:48:39  Game is going on. 
03-05 01:48:39  Looking for image: bk1.png 
03-05 01:49:03  Game is going on. 
03-05 01:49:03  Looking for image: bk1.png 
03-05 01:49:26  Game is going on. 
03-05 01:49:26  Looking for image: bk1.png 
03-05 01:49:32  I Give up 
03-05 01:49:55  Looking for image: bk1.png 
03-05 01:49:56  Total have win: 1 
03-05 01:49:56  Start Match 
03-05 01:49:58  start round match 
03-05 01:50:00  Looking for image: matching.png 
03-05 01:50:01  Still in matching 
03-05 01:50:03  Looking for image: matching.png 
03-05 01:50:04  Still in matching 
03-05 01:50:06  Looking for image: matching.png 
03-05 01:50:07  Still in matching 
03-05 01:50:09  Looking for image: matching.png 
03-05 01:50:10  Still in matching 
03-05 01:50:12  Looking for image: matching.png 
03-05 01:50:18  Not found matching.png, maybe match done 
03-05 01:50:20  Looking for image: matching.png 
03-05 01:50:26  Not found matching.png, maybe match done 
03-05 01:50:28  Looking for image: matching.png 
03-05 01:50:33  Not found matching.png, maybe match done 
03-05 01:50:33  matching done 
03-05 01:50:33  Game is going on. 
03-05 01:50:43  Select card. 
03-05 01:50:49  Wait for succeed 
03-05 01:50:49  Game is going on. 
03-05 01:51:07  Game is going on. 
03-05 01:51:07  Looking for image: bk1.png 
03-05 01:51:30  Game is going on. 
03-05 01:51:30  Looking for image: bk1.png 
03-05 01:51:54  Game is going on. 
03-05 01:51:54  Looking for image: bk1.png 
03-05 01:52:00  I Give up 
03-05 01:52:23  Looking for image: bk1.png 
